osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 1
LetterboxInBreaks: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 1.2
BeatDivisor: 4
GridSize: 32
TimelineZoom: 1

[Metadata]
Title:Tall  Shy
TitleUnicode:Tall ＆ Shy
Artist:Launchable Socks
ArtistUnicode:Launchable Socks
Creator:ORKA_RZ
Version:Normal
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:5
CircleSize:5
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
2,18325,22425
2,88325,92425
2,123325,127800
2,129200,133800
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
0,500,4,1,0,100,1,0


[HitObjects]
255,192,6125,1,0,0:0:0:0:
255,192,10125,1,0,0:0:0:0:
255,192,12625,1,0,0:0:0:0:
255,192,16625,1,0,0:0:0:0:
255,192,18125,1,0,0:0:0:0:
255,192,23625,5,0,0:0:0:0:
255,192,25125,1,0,0:0:0:0:
255,192,27125,1,0,0:0:0:0:
255,192,28625,1,0,0:0:0:0:
255,192,30625,1,0,0:0:0:0:
255,192,31625,1,0,0:0:0:0:
255,192,32125,1,0,0:0:0:0:
255,192,34125,1,0,0:0:0:0:
255,192,37625,1,0,0:0:0:0:
255,192,40625,1,0,0:0:0:0:
255,192,44625,1,0,0:0:0:0:
255,192,46125,1,0,0:0:0:0:
255,192,48125,1,0,0:0:0:0:
255,192,51625,1,0,0:0:0:0:
255,192,53125,1,0,0:0:0:0:
255,192,55125,1,0,0:0:0:0:
255,192,56625,1,0,0:0:0:0:
255,192,58625,1,0,0:0:0:0:
255,192,59625,1,0,0:0:0:0:
255,192,60125,1,0,0:0:0:0:
255,192,62125,1,0,0:0:0:0:
255,192,63625,1,0,0:0:0:0:
255,192,65625,1,0,0:0:0:0:
255,192,67125,1,0,0:0:0:0:
255,192,69125,1,0,0:0:0:0:
255,192,70625,1,0,0:0:0:0:
255,192,72625,1,0,0:0:0:0:
255,192,74125,1,0,0:0:0:0:
255,192,76125,1,0,0:0:0:0:
255,192,79625,1,0,0:0:0:0:
255,192,81125,1,0,0:0:0:0:
255,192,83625,1,0,0:0:0:0:
255,192,87125,1,0,0:0:0:0:
255,192,88125,1,0,0:0:0:0:
255,192,93625,5,0,0:0:0:0:
255,192,95125,1,0,0:0:0:0:
255,192,97625,1,0,0:0:0:0:
255,192,102125,5,0,0:0:0:0:
255,192,102625,1,0,0:0:0:0:
255,192,103125,1,0,0:0:0:0:
255,192,104125,1,0,0:0:0:0:
255,192,104375,1,0,0:0:0:0:
255,192,104875,1,0,0:0:0:0:
255,192,105875,1,0,0:0:0:0:
255,192,106125,1,0,0:0:0:0:
255,192,106625,1,0,0:0:0:0:
255,192,107625,1,0,0:0:0:0:
255,192,107875,1,0,0:0:0:0:
255,192,108375,1,0,0:0:0:0:
255,192,109125,1,0,0:0:0:0:
255,192,109625,1,0,0:0:0:0:
255,192,110125,1,0,0:0:0:0:
255,192,111125,1,0,0:0:0:0:
255,192,111375,1,0,0:0:0:0:
255,192,111875,1,0,0:0:0:0:
255,192,112625,1,0,0:0:0:0:
255,192,113125,1,0,0:0:0:0:
255,192,113625,1,0,0:0:0:0:
255,192,114625,1,0,0:0:0:0:
255,192,114875,1,0,0:0:0:0:
255,192,115375,1,0,0:0:0:0:
255,192,116125,1,0,0:0:0:0:
255,192,116625,1,0,0:0:0:0:
255,192,117125,1,0,0:0:0:0:
255,192,118125,1,0,0:0:0:0:
255,192,118375,1,0,0:0:0:0:
255,192,118875,1,0,0:0:0:0:
255,192,120125,1,0,0:0:0:0:
255,192,120625,1,0,0:0:0:0:
255,192,121625,1,0,0:0:0:0:
255,192,121875,1,0,0:0:0:0:
255,192,122375,1,0,0:0:0:0:
255,192,123125,1,0,0:0:0:0:
255,192,129000,5,0,0:0:0:0:
255,192,135000,5,0,0:0:0:0:
