osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 1
SampleSet: Soft
StackLeniency: 0.7
Mode: 1
LetterboxInBreaks: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 0.8
BeatDivisor: 12
GridSize: 16
TimelineZoom: 1

[Metadata]
Title:Summer Breeze
TitleUnicode:Summer Breeze
Artist:Jamal Green
ArtistUnicode:Jamal Green
Creator:ORKA_RZ
Version:Normal
Source:
Tags:
BeatmapID:2733528
BeatmapSetID:1319608

[Difficulty]
HPDrainRate:5
CircleSize:5
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
2,8713,12539
2,41767,49123
2,122458,127058
2,135549,140104
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
89486,545.454545454546,3,2,0,100,1,0


[HitObjects]
259,206,97,5,0,0:0:0:0:
324,232,368,1,0,0:0:0:0:
369,250,640,1,0,0:0:0:0:
413,267,911,1,0,0:0:0:0:
310,229,1454,1,0,0:0:0:0:
394,260,2269,1,0,0:0:0:0:
229,231,6612,1,0,0:0:0:0:
229,231,6884,1,0,0:0:0:0:
229,231,7155,1,0,0:0:0:0:
229,231,7427,1,0,0:0:0:0:
229,231,7698,1,0,0:0:0:0:
229,231,8513,1,0,0:0:0:0:
250,163,13739,5,0,0:0:0:0:
250,163,14011,1,0,0:0:0:0:
250,163,14282,1,0,0:0:0:0:
250,163,14554,1,0,0:0:0:0:
250,163,14825,1,0,0:0:0:0:
250,163,15097,1,0,0:0:0:0:
250,163,15368,1,0,0:0:0:0:
250,163,16183,1,0,0:0:0:0:
256,191,20255,1,0,0:0:0:0:
308,171,21069,1,0,0:0:0:0:
141,196,21884,1,0,0:0:0:0:
308,188,22698,1,0,0:0:0:0:
256,191,26839,1,0,0:0:0:0:
256,191,27110,1,0,0:0:0:0:
256,191,27382,1,0,0:0:0:0:
256,191,27653,1,0,0:0:0:0:
256,191,28196,1,0,0:0:0:0:
256,191,29011,1,0,0:0:0:0:
256,191,29554,1,0,0:0:0:0:
256,191,29825,1,0,0:0:0:0:
256,191,33355,1,0,0:0:0:0:
256,191,33626,1,0,0:0:0:0:
256,191,33898,1,0,0:0:0:0:
256,191,34169,1,0,0:0:0:0:
256,191,34441,1,0,0:0:0:0:
256,191,35255,1,0,0:0:0:0:
256,191,39938,1,0,0:0:0:0:
256,191,40210,1,0,0:0:0:0:
256,191,40481,1,0,0:0:0:0:
256,191,40753,1,0,0:0:0:0:
256,191,41024,1,0,0:0:0:0:
256,191,41296,1,0,0:0:0:0:
256,191,41567,1,0,0:0:0:0:
256,191,50323,5,0,0:0:0:0:
256,191,53581,1,0,0:0:0:0:
256,191,55142,1,0,0:0:0:0:
256,191,56839,1,0,0:0:0:0:
256,191,60097,1,0,0:0:0:0:
256,191,61726,1,0,0:0:0:0:
256,191,62608,1,0,0:0:0:0:
256,191,63355,1,0,0:0:0:0:
256,191,65798,1,0,0:0:0:0:
256,191,66612,1,0,0:0:0:0:
256,191,69124,1,0,0:0:0:0:
256,191,70685,1,0,0:0:0:0:
256,191,71499,1,0,0:0:0:0:
256,191,72382,1,0,0:0:0:0:
256,191,73213,1,0,0:0:0:0:
256,191,75594,1,0,0:0:0:0:
256,191,76622,1,0,0:0:0:0:
256,191,78852,1,0,0:0:0:0:
256,191,79712,1,0,0:0:0:0:
256,191,82076,1,0,0:0:0:0:
256,191,82349,1,0,0:0:0:0:
256,191,82622,1,0,0:0:0:0:
256,191,83940,1,0,0:0:0:0:
256,191,85667,1,0,0:0:0:0:
256,191,85895,1,0,0:0:0:0:
256,191,86440,1,0,0:0:0:0:
256,191,89531,1,0,0:0:0:0:
256,191,90072,1,0,0:0:0:0:
256,191,90615,1,0,0:0:0:0:
256,191,91160,1,0,0:0:0:0:
256,191,91703,1,0,0:0:0:0:
256,191,92246,1,0,0:0:0:0:
256,191,92804,1,0,0:0:0:0:
256,191,93350,1,0,0:0:0:0:
256,191,93895,1,0,0:0:0:0:
256,191,94441,1,0,0:0:0:0:
256,191,94986,1,0,0:0:0:0:
256,191,95532,1,0,0:0:0:0:
256,191,96076,1,0,0:0:0:0:
256,191,96621,1,0,0:0:0:0:
256,191,97167,1,0,0:0:0:0:
256,191,97712,1,0,0:0:0:0:
256,191,98258,1,0,0:0:0:0:
256,191,98803,1,0,0:0:0:0:
256,191,99349,1,0,0:0:0:0:
256,191,99894,1,0,0:0:0:0:
253,303,100440,1,0,0:0:0:0:
258,191,100985,1,0,0:0:0:0:
253,303,101531,1,0,0:0:0:0:
258,191,102076,1,0,0:0:0:0:
253,302,102622,1,0,0:0:0:0:
256,189,103168,1,0,0:0:0:0:
256,189,103713,1,0,0:0:0:0:
256,189,104259,1,0,0:0:0:0:
256,189,104804,1,0,0:0:0:0:
256,189,105350,1,0,0:0:0:0:
256,189,105895,1,0,0:0:0:0:
256,189,106440,1,0,0:0:0:0:
256,189,106986,1,0,0:0:0:0:
267,300,107531,1,0,0:0:0:0:
256,188,108076,1,0,0:0:0:0:
256,188,108622,1,0,0:0:0:0:
256,188,109167,1,0,0:0:0:0:
256,188,109713,1,0,0:0:0:0:
256,188,110258,1,0,0:0:0:0:
256,188,110804,1,0,0:0:0:0:
256,188,111349,1,0,0:0:0:0:
256,188,111895,1,0,0:0:0:0:
256,188,112440,1,0,0:0:0:0:
256,188,112986,1,0,0:0:0:0:
256,188,113531,1,0,0:0:0:0:
256,188,114076,1,0,0:0:0:0:
256,188,114622,1,0,0:0:0:0:
256,188,115167,1,0,0:0:0:0:
256,188,115713,1,0,0:0:0:0:
256,188,118440,1,0,0:0:0:0:
256,188,118986,1,0,0:0:0:0:
256,188,120804,1,0,0:0:0:0:
256,188,122258,1,0,0:0:0:0:
256,188,128258,5,0,0:0:0:0:
256,188,128940,1,0,0:0:0:0:
256,188,131576,1,0,0:0:0:0:
256,188,132167,1,0,0:0:0:0:
256,188,133713,1,0,0:0:0:0:
256,188,135349,1,0,0:0:0:0:
256,188,141304,5,0,0:0:0:0:
256,188,142758,1,0,0:0:0:0:
256,188,143576,1,0,0:0:0:0:
256,188,144667,1,0,0:0:0:0:
256,188,144940,1,0,0:0:0:0:
256,188,145213,1,0,0:0:0:0:
256,188,145486,1,0,0:0:0:0:
256,188,146031,1,0,0:0:0:0:
256,188,146849,1,0,0:0:0:0:
256,188,147940,1,0,0:0:0:0:
256,188,148213,1,0,0:0:0:0:
256,188,148486,1,0,0:0:0:0:
256,188,148758,1,0,0:0:0:0:
256,188,149304,1,0,0:0:0:0:
256,188,150122,1,0,0:0:0:0:
256,188,151213,1,0,0:0:0:0:
256,188,151486,1,0,0:0:0:0:
256,188,151758,1,0,0:0:0:0:
256,188,152031,1,0,0:0:0:0:
256,188,152576,1,0,0:0:0:0:
256,188,153395,1,0,0:0:0:0:
256,188,154486,1,0,0:0:0:0:
256,188,155304,1,0,0:0:0:0:
256,188,155849,1,0,0:0:0:0:
256,188,156667,1,0,0:0:0:0:
256,188,156940,1,0,0:0:0:0:
256,188,157758,1,0,0:0:0:0:
256,188,158576,1,0,0:0:0:0:
256,188,159940,1,0,0:0:0:0:
256,188,161031,1,0,0:0:0:0:
256,188,161849,1,0,0:0:0:0:
256,188,163213,1,0,0:0:0:0:
